,Equipment Number,Equipment Class,Equipment Category,Service Group,Department,Make,Model,Year,Site,Mileage2024 (km),HourMeter2024 (hours),DowntimeHours2024 (hours),LaborHours2024 (hours),PrimaryMetric,Age
380,C1991,"VAN, PANEL, HEAVY",light duty,Engineering Services,ENGINEERING SURVEY,FORD,E250,2002,CITY VEH. PRKG. E. WING (10TH),7234.0,,119.8427774,21.68472,mileage,23
381,C7304,"AUTO, PASSENGER, COMPACT WAGON",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,FOCUS,2005,STANLEY PARK ADMIN(2099 BEACH),8142.0,,332.1963914,6.03972,mileage,20
382,C7502,"TRUCK, PICKUP, COMPACT",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,RANGER,2011,EVANS YARD (955 EVANS AVE.),11979.0,,43.45249987,15.75416,mileage,14
383,C7503,"TRUCK, PICKUP, LIGHT",light duty,Parks & Recreation,PARK BOARD STANLEY DISTRICT,FORD,F150,2013,STANLEY PARK SERVICE YD.,2112.0,,5.730000019,2.88334,mileage,12
384,C7504,"TRUCK, PICKUP, LIGHT",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,F150,2009,EVANS YARD (955 EVANS AVE.),11541.0,,87.07333386,28.56777,mileage,16
385,C7505,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,F250,2002,EVANS YARD (955 EVANS AVE.),8521.0,,16.34499967,7.94445,mileage,23
386,C7511,"TRUCK, PICKUP, COMPACT",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,RANGER,2009,EVANS YARD (955 EVANS AVE.),12074.0,,32.8380549,17.27416,mileage,16
387,C7514,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,F250,2012,EVANS YARD (955 EVANS AVE.),7580.0,462.0,37.00361085,8.35277,mileage,13
388,C7516,"TRUCK, PICKUP, COMPACT",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,RANGER,2004,EVANS YARD (955 EVANS AVE.),0.0,,35.08527776,10.23528,mileage,21
389,C7534,"TRUCK, PICKUP, COMPACT",light duty,Parks & Recreation,PARK BOARD STANLEY DISTRICT,FORD,RANGER,2003,STANLEY PARK SERVICE YD.,11170.0,,56.61222243,19.24335,mileage,22
390,C7537,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD STANLEY DISTRICT,FORD,F250,2002,STANLEY PARK SERVICE YD - DOWNTOWN,10099.0,,175.0458297,30.89278,mileage,23
391,C7547,"TRUCK, PICKUP, LIGHT",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,F150,2005,EVANS YARD (955 EVANS AVE.),7323.0,,28.98666644,10.93945,mileage,20
392,C7560,"TRUCK, DUMP, 1 YARD",hvy trk,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,F450,2002,EVANS YARD (955 EVANS AVE.),3546.0,,153.1324999,40.47553,mileage,23
393,C7567,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,F250,2002,EVANS YARD (955 EVANS AVE.),8208.0,,27.61972243,20.00917,mileage,23
394,C7569,"VAN, REFRIGERATION",light duty,Parks & Recreation,PARK BOARD STANLEY DISTRICT,FORD,E350,2002,STANLEY PARK SERVICE YD.,3198.0,,120.6230533,29.98362,mileage,23
395,C7576,"TRUCK, FLATDECK, LIGHT",hvy trk,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,F450,2002,EVANS YARD (955 EVANS AVE.),4508.0,,149.3377795,3.79974,mileage,23
396,C7579,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD STANLEY DISTRICT,FORD,F250,2002,STANLEY PARK SERVICE YD.,7062.0,,129.9991679,22.14,mileage,23
397,C7580,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,F250,2002,EVANS YARD (955 EVANS AVE.),9818.0,,125.3183322,21.4053,mileage,23
398,C7593,"VAN, 1TON, CUBE BODY",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,E350,2002,EVANS YARD (955 EVANS AVE.),11305.0,,122.2688897,35.075,mileage,23
399,C7594,"VAN, PANEL, HEAVY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E350,2002,EVANS YARD (955 EVANS AVE.),8617.0,,143.2330539,11.43219,mileage,23
400,C7595,"VAN, 1TON, CUBE BODY",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,E350,2004,EVANS YARD (955 EVANS AVE.),7377.0,,37.86583328,4.66833,mileage,21
401,C7610,"TRUCK, DUMP, 1 YARD",hvy trk,Parks & Recreation,PARK BOARD STANLEY DISTRICT,FORD,F350,2004,STANLEY PARK SERVICE YD - DOWNTOWN,12190.0,,35.60972215,11.40278,mileage,21
402,C7616,"VAN, MINI, 7 PASSENGER",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,FREESTAR,2006,STANLEY PARK ADMIN(2099 BEACH),6571.0,,82.3894434,18.81751,mileage,19
403,C7622,"VAN, 1TON, CUBE BODY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E350,2004,EVANS YARD (955 EVANS AVE.),4955.0,,24.78249979,1.01222,mileage,21
404,C7627,"VAN, PANEL, LIGHT",light duty,Parks & Recreation,PARK BOARD STANLEY DISTRICT,FORD,E150,2002,STANLEY PARK SERVICE YD.,6646.0,,84.85361147,19.38751,mileage,23
405,C7628,"VAN, PANEL, HEAVY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E350,2002,EVANS YARD (955 EVANS AVE.),9340.0,,23.28388858,11.87723,mileage,23
406,C7633,"VAN, PANEL, LIGHT",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,E150,2002,EVANS YARD (955 EVANS AVE.),5598.0,,94.41861105,14.52971,mileage,23
407,C7634,"VAN, PANEL, HEAVY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E350,2002,EVANS YARD (955 EVANS AVE.),6762.0,,102.4408319,3.23333,mileage,23
408,C7636,"VAN, PANEL, HEAVY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E350,2002,EVANS YARD (955 EVANS AVE.),8294.0,,29.58361101,12.95583,mileage,23
409,C7637,"TRUCK, DUMP, 1 YARD",hvy trk,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,F450,2003,EVANS YARD (955 EVANS AVE.),4977.0,,89.69416666,29.30778,mileage,22
410,C7638,"VAN, 1TON, CUBE BODY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E350,2002,EVANS YARD (955 EVANS AVE.),14456.0,,14.38388884,13.91666,mileage,23
411,C7640,"VAN, PANEL, HEAVY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E350,2002,EVANS YARD (955 EVANS AVE.),6511.0,,45.79500055,12.64307,mileage,23
412,C7641,"VAN, PANEL, HEAVY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E250,2001,EVANS YARD (955 EVANS AVE.),9438.0,,79.62861085,23.53416,mileage,24
413,C7644,"VAN, PANEL, HEAVY",light duty,Parks & Recreation,PARK BOARD STANLEY DISTRICT,FORD,E350,2002,STANLEY PARK SERVICE YD.,8346.0,,108.4036117,33.815,mileage,23
414,C7645,"VAN, PANEL, HEAVY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E350,2002,EVANS YARD (955 EVANS AVE.),9634.0,,65.73972178,17.42807,mileage,23
415,C7679,"TRUCK, DUMP, 4-7.5 YARD",hvy trk,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FREIGHTLINER,FL70,2003,EVANS YARD (955 EVANS AVE.),4222.0,,67.03888845,26.2725,mileage,22
416,C7685,"VAN, PANEL, LIGHT",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,E150,2004,EVANS YARD (955 EVANS AVE.),5880.0,,6.620833397,2.56389,mileage,21
417,C7691,"VAN, PANEL, HEAVY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E350,2002,EVANS YARD (955 EVANS AVE.),5266.0,,280.6874997,79.70861,mileage,23
418,C7692,"VAN, 1TON, CUBE BODY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E350,2004,EVANS YARD (955 EVANS AVE.),10159.0,,166.5594443,39.59526,mileage,21
419,C7693,"TRUCK, DUMP, 1 YARD",hvy trk,Parks & Recreation,PARK BOARD STANLEY DISTRICT,FORD,F450,2002,STANLEY PARK SERVICE YD.,14757.0,,396.6477783,113.83,mileage,23
420,C7695,"TRUCK, DUMP, 1 YARD",hvy trk,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,F450,2003,EVANS YARD (955 EVANS AVE.),9662.0,,115.0886103,26.58779,mileage,22
421,C9287,"AUTO, PASSENGER, COMPACT WAGON",light duty,Corporate Services Group,FINANCE ADMINISTRATION,FORD,FOCUS,2004,FIRE HALL # 1,18936.0,,209.3233346,25.94501,mileage,21
422,C9289,"AUTO, PASSENGER, SUB-COMPACT",light duty,Engineering Services,ENGINEERING STREETS DESIGN,FORD,FIESTA,2012,CROSSROADS (507 W. BROADWAY),2977.0,,26.0616672,5.01751,mileage,13
423,D0137,"AUTO, PASSENGER, COMPACT WAGON",light duty,Engineering Services,ENGINEERING PROJECTS,FORD,FOCUS,2002,CROSSROADS (507 W. BROADWAY),19799.0,,51.15388823,21.37111,mileage,23
424,D0145,"AUTO, PASSENGER, SUB-COMPACT, ELEC",light duty,Engineering Services,ENGINEERING EQUIPMENT MNGMNT.,MITSUBISHI,I MIEV,2013,NATIONAL YD. (701 NATIONAL),6212.0,,121.946665,5.01,mileage,12
425,D0181,"AUTO, PASSENGER, COMPACT WAGON",light duty,Engineering Services,ENGINEERING WATERWORKS OPER.,FORD,FOCUS,2006,MANITOBA YD. (250 W. 70TH),6126.0,,136.5216639,29.99581,mileage,19
426,D0186,"TRUCK, PICKUP, COMPACT",light duty,Engineering Services,ENGINEERING STREETS OPER.,FORD,RANGER,2011,NATIONAL YD. (701 NATIONAL),6180.0,,49.49888909,7.79389,mileage,14
427,D0197,"AUTO, PASSENGER, MICRO COMPACT",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,SMART,FORTWO COUPE,2005,PARKING ENFORCE.(1125 HOWE ST),200.0,,94.63305521,5.23889,mileage,20
428,D0221,"AUTO, PASSENGER, COMPACT WAGON",light duty,Engineering Services,ENGINEERING PROJECTS,FORD,FOCUS,2002,CROSSROADS (507 W. BROADWAY),7057.0,,275.3855615,15.10249,mileage,23
429,D0226,"AUTO, PASSENGER, SUB-COMPACT, HYBRID ELEC",light duty,Human Resource Services,HR EMERGENCY MANAGEMENT,TOYOTA,PRIUS C,2013,TAKE HOME,2822.0,,42.83750057,5.72584,mileage,12
430,D0229,"AUTO, PASSENGER, COMPACT",light duty,Engineering Services,ENGINEERING EQUIPMENT CAR SHARE,FORD,FOCUS,2003,MANITOBA YD. (250 W. 70TH),3838.0,,22.98222244,7.67916,mileage,22
431,D0259,"AUTO, PASSENGER, SUB-COMPACT, HYBRID ELEC",light duty,Engineering Services,ENGINEERING KENT CONSTRUCTION S & S,TOYOTA,PRIUS C,2013,KENT YARD (900 E. KENT),9507.0,,13.95861125,5.67499,mileage,12
432,D0264,"AUTO, PASSENGER, SUB-COMPACT, HYBRID ELEC",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,TOYOTA,PRIUS C,2013,PARKING ENFORCE.(1125 HOWE ST),20750.0,,70.07500052,5.58055,mileage,12
433,D0265,"AUTO, PASSENGER, SUB-COMPACT, HYBRID ELEC",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,TOYOTA,PRIUS C,2013,PARKING ENFORCE.(1125 HOWE ST),13582.0,,292.7388882,22.53724,mileage,12
434,D0269,"AUTO, PASSENGER, COMPACT (HIGH USE)",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,FORD,FOCUS,2008,PARKING ENFORCE.(1125 HOWE ST),6051.0,,58.81749868,10.26166,mileage,17
435,D0280,"AUTO, PASSENGER, SUB-COMPACT, HYBRID ELEC",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,TOYOTA,PRIUS C,2013,PARKING ENFORCE.(1125 HOWE ST),28459.0,,63.13889027,6.97527,mileage,12
436,D0281,"AUTO, PASSENGER, COMPACT (HIGH USE)",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,FORD,FOCUS,2007,PARKING ENFORCE.(1125 HOWE ST),14931.0,,436.4791608,28.33555,mileage,18
437,D0282,"AUTO, PASSENGER, COMPACT",light duty,Engineering Services,ENGINEERING PROJECTS,FORD,FOCUS,2007,CROSSROADS (507 W. BROADWAY),2924.0,,110.2766716,4.1986,mileage,18
438,D0284,"AUTO, PASSENGER, SUB-COMPACT, HYBRID ELEC",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,TOYOTA,PRIUS C,2013,PARKING ENFORCE.(1125 HOWE ST),18191.0,,389.0369371,15.90722,mileage,12
439,D0285,"AUTO, PASSENGER, SUB-COMPACT, HYBRID ELEC",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,TOYOTA,PRIUS C,2013,PARKING ENFORCE.(1125 HOWE ST),23206.0,,68.78305459,6.47805,mileage,12
440,D0286,"AUTO, PASSENGER, SUB-COMPACT, HYBRID ELEC",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,TOYOTA,PRIUS C,2013,PARKING ENFORCE.(1125 HOWE ST),29245.0,,56.24666446,5.36916,mileage,12
441,D0287,"AUTO, PASSENGER, SUB-COMPACT, HYBRID ELEC",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,TOYOTA,PRIUS C,2013,PARKING ENFORCE.(1125 HOWE ST),28191.0,,227.9316645,44.64357,mileage,12
442,D0288,"AUTO, PASSENGER, SUB-COMPACT, HYBRID ELEC",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,TOYOTA,PRIUS C,2013,PARKING ENFORCE.(1125 HOWE ST),25578.0,,308.2166624,38.94777,mileage,12
443,D0290,"AUTO, PASSENGER, SUB-COMPACT, HYBRID ELEC",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,TOYOTA,PRIUS C,2013,PARKING ENFORCE.(1125 HOWE ST),18660.0,,126.814997,5.99916,mileage,12
444,D0291,"AUTO, PASSENGER, COMPACT",light duty,Engineering Services,ENGINEERING PROJECTS,FORD,FOCUS,2007,CROSSROADS (507 W. BROADWAY),5388.0,,78.6550006,13.72808,mileage,18
445,D0292,"AUTO, PASSENGER, COMPACT (HIGH USE)",light duty,Engineering Services,ENGINEERING PROJECTS,FORD,FOCUS,2007,CROSSROADS (507 W. BROADWAY),4914.0,,12.74111092,6.75555,mileage,18
446,D0297,"AUTO, PASSENGER, MICRO COMPACT",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,SMART,FORTWO COUPE,2005,PARKING ENFORCE.(1125 HOWE ST),332.0,,198.2486117,17.17221,mileage,20
447,D0298,"AUTO, PASSENGER, MICRO COMPACT",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,SMART,FORTWO COUPE,2005,PARKING ENFORCE.(1125 HOWE ST),377.0,,41.42805481,5.40833,mileage,20
448,D0299,"AUTO, PASSENGER, COMPACT WAGON",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,FORD,FOCUS,2003,PARKING ENFORCE.(1125 HOWE ST),7897.0,,395.5752695,30.44276,mileage,22
449,D0406,"VAN, MINI, 7 PASSENGER",light duty,Engineering Services,ENGINEERING EQUIPMENT CAR SHARE,DODGE,GRAND CARAVAN,2012,RICHARDS (814 RICHARDS),5.0,,311.2988825,25.69279,mileage,13
450,D0446,"VAN, PANEL, LIGHT",light duty,Engineering Services,ENGINEERING WATERWORKS OPER.,FORD,E150,2009,MANITOBA YD. (250 W. 70TH),8882.0,,96.09583378,20.41749,mileage,16
451,D0447,"AUTO, PASSENGER, MICRO COMPACT",light duty,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,MERCEDES,SMARTC,2008,NATIONAL YD. (701 NATIONAL),2362.0,,20.74250019,7.59722,mileage,17
452,D0454,"AUTO, PASSENGER, COMPACT",light duty,Engineering Services,ENGINEERING SOLID WASTE MNGMNT,FORD,FOCUS,2006,CROSSROADS (507 W. BROADWAY),5470.0,,22.69694471,8.88833,mileage,19
453,D0456,"AUTO, PASSENGER, COMPACT",light duty,Engineering Services,ENGINEERING STREETS OPER.,FORD,FOCUS,2006,NATIONAL YD. (701 NATIONAL),2142.0,,7.843888998,5.00195,mileage,19
454,D0483,"AUTO, PASSENGER, SUB-COMPACT, ELEC",light duty,Engineering Services,ENGINEERING WATERWORKS OPER.,MITSUBISHI,I MIEV,2012,MANITOBA YD. (250 W. 70TH),80.0,,218.4508348,2.23722,mileage,13
455,D1004,"TRUCK, PICKUP, COMPACT",light duty,Engineering Services,ENGINEERING WATERWORKS OPER.,TOYOTA,TACOMA,2013,MANITOBA YD. (250 W. 70TH),8948.0,,14.04527795,7.18279,mileage,12
456,D1005,"VAN, PANEL, COMPACT",light duty,Engineering Services,ENGINEERING WATERWORKS OPER.,FORD,TRANSIT CONNECT,2013,MANITOBA YD. (250 W. 70TH),3463.0,,4.987222195,3.465,mileage,12
457,D1009,"TRUCK, PICKUP, COMPACT",light duty,Engineering Services,ENGINEERING WATERWORKS OPER.,TOYOTA,TACOMA,2013,MANITOBA YD. (250 W. 70TH),13682.0,,9.284444571,7.46751,mileage,12
458,D1015,"TRUCK, CLASS 7, REG CAB, DUMP BODY, SNOW EQUIPPED",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FREIGHTLINER,108SD,2013,NATIONAL YD. (701 NATIONAL),12277.0,761.0,338.4094507,46.93473,mileage,12
459,D1018,"TRUCK, DUMP, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,FREIGHTLINER,MM106064S,2010,MANITOBA YD. (250 W. 70TH),15668.0,,185.9605561,67.34108,mileage,15
460,D1026,"TRUCK, PICKUP, COMPACT",light duty,Engineering Services,ENGINEERING WATERWORKS OPER.,TOYOTA,TACOMA,2013,MANITOBA YD. (250 W. 70TH),6274.0,,10.4202776,7.80555,mileage,12
461,D1032,"TRUCK, PICKUP, COMPACT",light duty,Engineering Services,ENGINEERING WATERWORKS OPER.,TOYOTA,TACOMA,2013,MANITOBA YD. (250 W. 70TH),5662.0,,101.4019439,11.63471,mileage,12
462,D1063,"TRUCK, DUMP, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,FREIGHTLINER,MM106064S,2010,MANITOBA YD. (250 W. 70TH),12575.0,,403.8861071,74.29586,mileage,15
463,D1067,"TRUCK, FLATDECK, LIGHT",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,FORD,F350,2008,MANITOBA YD. (250 W. 70TH),5598.0,324.0,337.1438794,58.51997,mileage,17
464,D1070,"VAN, PANEL, LIGHT",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E150,2006,MANITOBA YD. (250 W. 70TH),8681.0,,217.5566626,23.9089,mileage,19
465,D1071,"VAN, PANEL, LIGHT",light duty,Engineering Services,ENGINEERING WATERWORKS OPER.,FORD,E150,2006,MANITOBA YD. (250 W. 70TH),6064.0,,224.4813898,23.4853,mileage,19
466,D1072,"VAN, PANEL, COMPACT",light duty,Engineering Services,ENGINEERING WATERWORKS OPER.,FORD,TRANSIT CONNECT,2013,MANITOBA YD. (250 W. 70TH),10250.0,,71.34333488,19.68749,mileage,12
467,D1077,"VAN, PANEL, COMPACT",light duty,Engineering Services,ENGINEERING WATERWORKS OPER.,FORD,TRANSIT CONNECT,2013,MANITOBA YD. (250 W. 70TH),11394.0,,38.69694439,12.95668,mileage,12
468,D1079,"TRUCK, DUMP, 4-7.5 YARD",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,FREIGHTLINER,FL80,2004,MANITOBA YD. (250 W. 70TH),9249.0,,114.5169436,48.63025,mileage,21
469,D1081,"TRUCK, DUMP, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,FREIGHTLINER,MM106064S,2010,NATIONAL YD. (701 NATIONAL),16318.0,,214.983054,101.37669,mileage,15
470,D1083,"TRUCK, DUMP, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,FREIGHTLINER,FL112,2004,MANITOBA YD. (250 W. 70TH),15432.0,,130.6444447,98.66696,mileage,21
471,D1096,"TRUCK, PICKUP, HEAVY",light duty,Engineering Services,ENGINEERING WATERWORKS OPER.,FORD,F250,2012,MANITOBA YD. (250 W. 70TH),7069.0,,437.955557,54.69111,mileage,13
472,D1098,"VAN, PANEL, COMPACT",light duty,Engineering Services,ENGINEERING WATERWORKS OPER.,FORD,TRANSIT CONNECT,2013,MANITOBA YD. (250 W. 70TH),7677.0,,10.36249977,8.97055,mileage,12
473,D1104,"TRUCK, CLASS 7, REG CAB, DUMP BODY, SNOW EQUIPPED",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FREIGHTLINER,108SD,2013,NATIONAL YD. (701 NATIONAL),6847.0,424.0,230.8836101,29.72445,mileage,12
474,D1106,"TRUCK, PICKUP, COMPACT",light duty,Engineering Services,ENGINEERING STREETS OPER.,TOYOTA,TACOMA,2013,MANITOBA YD. (250 W. 70TH),9845.0,,109.7749995,35.94526,mileage,12
475,D1107,"TRUCK, PICKUP, COMPACT",light duty,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FORD,RANGER,2006,NATIONAL YD. (701 NATIONAL),4267.0,,91.56555599,18.18138,mileage,19
476,D1109,"TRUCK, PICKUP, COMPACT",light duty,Engineering Services,ENGINEERING STREETS OPER.,FORD,RANGER,2010,NATIONAL YD. (701 NATIONAL),8342.0,,32.48611057,7.62528,mileage,15
477,D1111,"TRUCK, DUMP, 3 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,INTERNATIONAL,Apr-00,2011,NATIONAL YD. (701 NATIONAL),10237.0,,106.6797221,36.82806,mileage,14
478,D1115,"TRUCK, PICKUP, COMPACT",light duty,Engineering Services,ENGINEERING STREETS OPER.,TOYOTA,TACOMA,2013,NATIONAL YD. (701 NATIONAL),15027.0,,163.6461115,14.25472,mileage,12
479,D1123,"TRUCK, DUMP, 3 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,INTERNATIONAL,Apr-00,2011,MANITOBA YD. (250 W. 70TH),2233.0,,90.87444556,48.38419,mileage,14
480,D1128,"TRUCK, CLASS 7, REG CAB, DUMP BODY, SNOW EQUIPPED",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FREIGHTLINER,108SD,2013,NATIONAL YD. (701 NATIONAL),5987.0,380.0,183.8097215,50.46169,mileage,12
481,D1129,"TRUCK, CLASS 7, REG CAB, DUMP BODY, SNOW EQUIPPED",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FREIGHTLINER,108SD,2013,MANITOBA YD. (250 W. 70TH),10698.0,654.0,185.3013843,39.91471,mileage,12
482,D1155,"TRUCK, DUMP, 3 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,INTERNATIONAL,Apr-00,2011,NATIONAL YD. (701 NATIONAL),10661.0,,239.3186076,35.76196,mileage,14
483,D1160,"TRUCK, DUMP, 3 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,INTERNATIONAL,Apr-00,2011,NATIONAL YD. (701 NATIONAL),9806.0,,182.7344438,59.65137,mileage,14
484,D1165,"TRUCK, CLASS 7, REG CAB, DUMP BODY, SNOW EQUIPPED",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FREIGHTLINER,108SD,2013,NATIONAL YD. (701 NATIONAL),3844.0,217.0,139.2533333,35.74112,mileage,12
485,D1170,"TRUCK, DUMP, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FREIGHTLINER,FL112,2004,NATIONAL YD. (701 NATIONAL),19110.0,,586.5180545,196.26604,mileage,21
486,D1179,"TRUCK, CLASS 7, REG CAB, DUMP BODY, SNOW EQUIPPED",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FREIGHTLINER,108SD,2013,NATIONAL YD. (701 NATIONAL),8810.0,571.0,201.163054,49.24419,mileage,12
487,D1192,"TRUCK, DUMP, 4-7.5 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FREIGHTLINER,M2-106,2006,NATIONAL YD. (701 NATIONAL),10539.0,,92.15472236,54.59283,mileage,19
488,D1194,"TRUCK, CLASS 7, REG CAB, DUMP BODY, SNOW EQUIPPED",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FREIGHTLINER,108SD,2013,NATIONAL YD. (701 NATIONAL),7242.0,534.0,127.3252788,38.70942,mileage,12
489,D1195,"TRUCK, CLASS 7, REG CAB, DUMP BODY, SNOW EQUIPPED",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FREIGHTLINER,108SD,2013,NATIONAL YD. (701 NATIONAL),9823.0,576.0,273.3475011,43.685,mileage,12
490,D1196,"TRUCK, CLASS 7, REG CAB, DUMP BODY, SNOW EQUIPPED",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FREIGHTLINER,108SD,2013,NATIONAL YD. (701 NATIONAL),8336.0,554.0,196.0230582,44.92944,mileage,12
491,D1197,"TRUCK, CLASS 7, REG CAB, DUMP BODY, SNOW EQUIPPED",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FREIGHTLINER,108SD,2013,MANITOBA YD. (250 W. 70TH),11630.0,332.0,190.7977788,34.29445,mileage,12
492,D1201,"TRUCK, DUMP, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FREIGHTLINER,FL112,2004,NATIONAL YD. (701 NATIONAL),19069.0,,473.5230567,130.07443,mileage,21
493,D1202,"TRUCK, DUMP, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FREIGHTLINER,FL112,2004,MANITOBA YD. (250 W. 70TH),21593.0,,419.1336072,192.21973,mileage,21
494,D1207,"TRUCK, DUMP, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FREIGHTLINER,MM106064S,2010,NATIONAL YD. (701 NATIONAL),19221.0,,494.4638872,137.34774,mileage,15
495,D1208,"TRUCK, DUMP, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FREIGHTLINER,MM106064S,2010,MANITOBA YD. (250 W. 70TH),20182.0,,266.1269424,108.0331,mileage,15
496,D1209,"TRUCK, DUMP, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FREIGHTLINER,FL112,2004,NATIONAL YD. (701 NATIONAL),17594.0,,160.9188901,150.06495,mileage,21
497,D1210,"TRUCK, DUMP, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FREIGHTLINER,FL112,2004,MANITOBA YD. (250 W. 70TH),20094.0,,328.6202783,217.14723,mileage,21
