Equipment Number ,Equipment Class,Equipment Category,Service Group,Department,Make,Model,Year,Site,Mileage2024 (km),HourMeter2024 (hours),DowntimeHours2024 (hours),LaborHours2024 (hours)
C0146,"TRUCK, PICKUP, COMPACT",light duty,Engineering Services,ENGINEERING KENT CONSTRUCTION S & S,FORD,RANGER,2006,KENT YARD (900 E. KENT),8308,NULL,135.3199986,15.34055
C0151,"AUTO, PASSENGER, COMPACT, HYBRID ELEC",light duty,Engineering Services,ENGINEERING EQUIPMENT CAR SHARE,TOYOTA,PRIUS,2003,400 BLOCK W. 10TH (CITY HALL),15504,NULL,110.7908335,28.1889
C0175,"AUTO, PASSENGER, COMPACT",light duty,Engineering Services,ENGINEERING SEWERS & DRAINAGE DESIGN,FORD,FOCUS,2003,CROSSROADS (507 W. BROADWAY),3519,NULL,205.2291663,24.52527
C0185,"AUTO, PASSENGER, COMPACT WAGON",light duty,Engineering Services,ENGINEERING STREETS STRUCTURES,FORD,FOCUS,2004,CROSSROADS (507 W. BROADWAY),685,NULL,124.9338913,8.75221
C0205,"AUTO, PASSENGER, SUB-COMPACT, ELEC",light duty,Engineering Services,ENGINEERING WATERWORKS OPER.,MITSUBISHI,I MIEV,2012,MANITOBA YD. (250 W. 70TH),0,NULL,20.16250026,0.41917
C0206,"AUTO, PASSENGER, MICRO COMPACT",light duty,Engineering Services,ENGINEERING SANITATION OPER.,MERCEDES,SMARTC,2008,MANITOBA YD. (250 W. 70TH),716,NULL,389.3633347,19.78249
C0207,"AUTO, PASSENGER, SUB-COMPACT",light duty,Engineering Services,ENGINEERING EQS LOANER POOL,FORD,FIESTA,2012,NATIONAL YD. (701 NATIONAL),5810,NULL,33.85361117,6.55833
C0224,"AUTO, PASSENGER, COMPACT WAGON",light duty,Human Resource Services,HR EMERGENCY MANAGEMENT,FORD,FOCUS,2004,E-COMM (3301 E PENDER),3474,NULL,26.1047219,11.63529
C0248,"AUTO, PASSENGER, COMPACT",light duty,Engineering Services,ENGINEERING PROJECTS,FORD,FOCUS,2003,CAMBIE ST PARKADE,2274,NULL,42.21277714,9.94724
C0251,"AUTO, PASSENGER, COMPACT",light duty,Engineering Services,ENGINEERING WATERWORKS DESIGN,FORD,FOCUS,2003,VANCITY BUILDING (515 W. 10th),1862,NULL,20.8297224,4.06056
C0253,"AUTO, PASSENGER, COMPACT",light duty,Engineering Services,ENGINEERING ELECTRICAL DESIGN,FORD,FOCUS,2003,NATIONAL YD. (701 NATIONAL),21612,NULL,85.45944476,17.17334
C0258,"AUTO, PASSENGER, COMPACT",light duty,Engineering Services,ENGINEERING SEWERS OPER.,FORD,FOCUS,2003,MANITOBA YD. (250 W. 70TH),7680,NULL,14.40138888,7.2464
C0260,"AUTO, PASSENGER, COMPACT",light duty,Engineering Services,ENGINEERING EQS LOANER POOL,FORD,FOCUS,2005,MANITOBA YD. (250 W. 70TH),2982,NULL,184.8175006,31.0425
C0266,"AUTO, PASSENGER, COMPACT WAGON",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,FORD,FOCUS,2004,PARKING ENFORCE.(1125 HOWE ST),12529,NULL,362.3858306,12.68418
C0268,"AUTO, PASSENGER, COMPACT WAGON",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,FORD,FOCUS,2004,PARKING ENFORCE.(1125 HOWE ST),9887,NULL,400.5863875,40.66636
C0270,"AUTO, PASSENGER, SUB-COMPACT, HYBRID ELEC",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,TOYOTA,PRIUS C,2013,PARKING ENFORCE.(1125 HOWE ST),12093,NULL,19.77916694,5.13805
C0271,"AUTO, PASSENGER, SUB-COMPACT, HYBRID ELEC",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,TOYOTA,PRIUS C,2013,PARKING ENFORCE.(1125 HOWE ST),16329,NULL,292.8922234,15.67835
C0272,"AUTO, PASSENGER, SUB-COMPACT, HYBRID ELEC",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,TOYOTA,PRIUS C,2013,PARKING ENFORCE.(1125 HOWE ST),15920,NULL,620.6127785,28.44747
C0277,"AUTO, PASSENGER, COMPACT",light duty,Engineering Services,ENGINEERING SEWERS & DRAINAGE DESIGN,FORD,FOCUS,2005,CROSSROADS (507 W. BROADWAY),25030,NULL,71.11444545,12.15862
C0279,"AUTO, PASSENGER, COMPACT WAGON",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,FORD,FOCUS,2002,PARKING ENFORCE.(1125 HOWE ST),2823,NULL,24.36749983,10.26557
C0283,"AUTO, PASSENGER, COMPACT WAGON",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,FORD,FOCUS,2004,PARKING ENFORCE.(1125 HOWE ST),13239,NULL,165.2199988,18.49444
C0441,"AUTO, PASSENGER, EXECUTIVE",light duty,City Manager's Office,CITY MANAGERS OFFICE,VOLKSWAGEN,GOLF WAGON TDI,2013,CITY VEH. PRKG. E. WING (10TH),25945,NULL,201.3219442,26.20585
C0455,"AUTO, PASSENGER, COMPACT",light duty,Engineering Services,ENGINEERING STREETS OPER.,FORD,FOCUS,2002,NATIONAL YD. (701 NATIONAL),8126,NULL,49.82305408,11.78501
C0472,"VAN, PANEL, LIGHT",light duty,Vancouver Public Library,LIBRARY,FORD,E150,2009,VPL CENTRAL (350 W GEORGIA),10441,NULL,2.160277843,0.99944
C0476,"TRUCK, VAN, POWER TAILGATE, SINGLE AXLE",hvy trk,Vancouver Public Library,LIBRARY,STERLING,SC7000,2003,VPL CENTRAL (350 W GEORGIA),20079,NULL,53.71749976,46.22834
C0478,"VAN, 1TON, CUBE BODY",light duty,Vancouver Public Library,LIBRARY,FORD,E450,2002,VPL CENTRAL (350 W GEORGIA),13577,NULL,190.5230554,48.15587
C0479,"VAN, PANEL, LIGHT",light duty,Vancouver Public Library,LIBRARY,FORD,E150,2013,VPL CENTRAL (350 W GEORGIA),14808,NULL,28.40277778,6.31111
C0482,"AUTO, PASSENGER, COMPACT",light duty,Engineering Services,ENGINEERING SMALL EQUIP. POOL,FORD,FOCUS,2002,MANITOBA YD. (250 W. 70TH),2633,NULL,15.6102773,8.10528
C1001,"TRUCK, PICKUP, HEAVY",light duty,Engineering Services,ENGINEERING WATERWORKS OPER.,FORD,F250,2012,MANITOBA YD. (250 W. 70TH),3807,NULL,220.4274979,42.38361
C1002,"TRUCK, PICKUP, HEAVY",light duty,Engineering Services,ENGINEERING WATERWORKS OPER.,FORD,F250,2012,MANITOBA YD. (250 W. 70TH),5472,NULL,472.0525012,61.82249
C1006,"TRUCK, PICKUP, LIGHT",light duty,Engineering Services,ENGINEERING WATERWORKS OPER.,FORD,F150,2003,MANITOBA YD. (250 W. 70TH),5830,NULL,83.81638864,18.96113
C1027,"VAN, PANEL, COMPACT",light duty,Engineering Services,ENGINEERING WATERWORKS OPER.,FORD,TRANSIT CONNECT,2013,MANITOBA YD. (250 W. 70TH),11121,NULL,164.8766667,14.75974
C1038,"TRUCK, WELDER, SERVICE",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,FREIGHTLINER,M2-106,2005,MANITOBA YD. (250 W. 70TH),13733,NULL,158.1502775,47.71888
C1041,"TRUCK, SERVICE, WITH TOOLS, 3 TON",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,GRUMMAN,TP31042,2002,MANITOBA YD. (250 W. 70TH),4875,NULL,250.5366673,54.77085
C1044,"TRUCK, SERVICE, WITH TOOLS, 3 TON",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,GRUMMAN,WP31442,2002,MANITOBA YD. (250 W. 70TH),3530,NULL,426.5969424,52.92362
C1046,"TRUCK, SERVICE, WITH TOOLS, 3 TON",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,GRUMMAN,TP31442,2002,MANITOBA YD. (250 W. 70TH),4107,NULL,182.2338916,61.05417
C1047,"TRUCK, SERVICE, 3 TON",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,DODGE,SPRINTER,2008,MANITOBA YD. (250 W. 70TH),16668,NULL,212.2041683,60.33499
C1048,"TRUCK, SERVICE, WITH TOOLS, 3 TON",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,GRUMMAN,TP31442,2002,MANITOBA YD. (250 W. 70TH),4932,NULL,122.8652819,29.73112
C1049,"VAN, 1.5TON, CUBE BODY",light duty,Engineering Services,ENGINEERING WATERWORKS OPER.,FORD,E450,2003,MANITOBA YD. (250 W. 70TH),4020,NULL,26.36499989,8.36111
C1073,"VAN, 1.5TON, CUBE BODY",light duty,Engineering Services,ENGINEERING WATERWORKS OPER.,FORD,E450,2003,MANITOBA YD. (250 W. 70TH),5021,NULL,58.18083402,33.11002
C1074,"VAN, 1.5TON, CUBE BODY",light duty,Engineering Services,ENGINEERING WATERWORKS OPER.,FORD,E450,2002,MANITOBA YD. (250 W. 70TH),5675,NULL,336.0594411,57.54553
C1078,"VAN, 1.5TON, CUBE BODY",light duty,Engineering Services,ENGINEERING WATERWORKS OPER.,FORD,E450,2002,MANITOBA YD. (250 W. 70TH),5574,NULL,64.85333294,28.43306
C1084,"TRUCK, SERVICE, WITH TOOLS, 3 TON",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,FREIGHTLINER,FL70,2004,MANITOBA YD. (250 W. 70TH),11845,NULL,168.0316669,71.32469
C1087,"VAN, 1.5TON, CUBE BODY",light duty,Engineering Services,ENGINEERING WATERWORKS OPER.,FORD,E450,2003,MANITOBA YD. (250 W. 70TH),7770,NULL,336.3311106,26.91419
C1088,"VAN, 1.5TON, CUBE BODY",light duty,Engineering Services,ENGINEERING WATERWORKS OPER.,FORD,E450,2003,MANITOBA YD. (250 W. 70TH),9183,NULL,62.44722211,29.64028
C1089,"VAN, 1.5TON, CUBE BODY",light duty,Engineering Services,ENGINEERING WATERWORKS OPER.,FORD,E450,2003,MANITOBA YD. (250 W. 70TH),8623,NULL,69.29555541,38.48305
C1090,"VAN, 1.5TON, CUBE BODY",light duty,Engineering Services,ENGINEERING WATERWORKS OPER.,FORD,E450,2003,MANITOBA YD. (250 W. 70TH),6119,NULL,42.71944529,24.42585
C1091,"VAN, 1.5TON, CUBE BODY",light duty,Engineering Services,ENGINEERING WATERWORKS OPER.,FORD,E450,2003,MANITOBA YD. (250 W. 70TH),6481,NULL,153.3852779,46.8372
C1092,"VAN, 1.5TON, CUBE BODY",light duty,Engineering Services,ENGINEERING WATERWORKS OPER.,FORD,E450,2004,MANITOBA YD. (250 W. 70TH),7472,NULL,132.7611103,30.35913
C1093,"TRUCK, SERVICE, 3 TON",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,DODGE,SPRINTER,2009,MANITOBA YD. (250 W. 70TH),12292,NULL,158.6119461,37.00946
C1094,"TRUCK, SERVICE, 3 TON",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,DODGE,SPRINTER,2009,MANITOBA YD. (250 W. 70TH),3668,NULL,328.1152749,62.78502
C1095,"VAN, 1.5TON, CUBE BODY",light duty,Engineering Services,ENGINEERING WATERWORKS OPER.,FORD,E450,2003,MANITOBA YD. (250 W. 70TH),9192,NULL,92.10972452,21.31277
C1097,"VAN, 1.5TON, CUBE BODY",light duty,Engineering Services,ENGINEERING WATERWORKS OPER.,FORD,E450,2003,MANITOBA YD. (250 W. 70TH),7322,NULL,150.021944,33.77254
C1099,"VAN, PANEL, HEAVY",light duty,Engineering Services,ENGINEERING WATERWORKS DESIGN,FORD,E250,2006,CAMBIE ST PARKADE,6679,NULL,79.15472218,16.25638
C1101,"TRUCK, FUEL, SINGLE AXLE, 1500 GAL",hvy trk,Engineering Services,ENGINEERING EQUIPMENT OPER.,FREIGHTLINER,M2-106,2005,MANITOBA YD. (250 W. 70TH),14126,NULL,591.946108,57.72917
C1103,"TRUCK, DUMP, 3 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F750,2000,MANITOBA YD. (250 W. 70TH),7194,NULL,115.5661112,71.22027
C1105,"TRUCK, PICKUP, COMPACT",light duty,Engineering Services,ENGINEERING STREETS OPER.,FORD,RANGER,2011,NATIONAL YD. (701 NATIONAL),11975,NULL,49.53305386,8.6611
C1110,"TRUCK, PICKUP, LIGHT",light duty,Engineering Services,ENGINEERING STREETS OPER.,FORD,F150,2011,MANITOBA YD. (250 W. 70TH),21655,NULL,274.0899997,26.04416
C1112,"TRUCK, PICKUP, LIGHT, HYBRID ELEC",light duty,Engineering Services,ENGINEERING STREETS OPER.,GENERAL MOTORS,SILVERADO,2012,NATIONAL YD. (701 NATIONAL),0,NULL,14.48305529,8.85082
C1116,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2008,NATIONAL YD. (701 NATIONAL),39434,1940,513.6449991,136.23618
C1117,"TRUCK, PICKUP, HEAVY",light duty,Engineering Services,ENGINEERING STREETS OPER.,FORD,F250,2011,NATIONAL YD. (701 NATIONAL),13104,705,145.9955557,26.43221
C1118,"TRUCK, PICKUP, HEAVY",light duty,Engineering Services,ENGINEERING STREETS OPER.,FORD,F250,2011,NATIONAL YD. (701 NATIONAL),13509,793,273.6688937,26.91777
C1120,"TRUCK, PICKUP, COMPACT",light duty,Engineering Services,ENGINEERING STREETS OPER.,TOYOTA,TACOMA,2013,NATIONAL YD. (701 NATIONAL),3670,NULL,17.0775001,7.20194
C1121,"TRUCK, DUMP, 3 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F750,2000,NATIONAL YD. (701 NATIONAL),7856,NULL,139.7133323,43.79109
C1126,"TRUCK, DUMP, 3 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F750,2000,NATIONAL YD. (701 NATIONAL),4940,NULL,576.9347239,83.96807
C1130,"TRUCK, DUMP, 3 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F750,2000,NATIONAL YD. (701 NATIONAL),9514,NULL,506.4327779,206.48973
C1133,"TRUCK, DUMP, 3 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F750,2000,MANITOBA YD. (250 W. 70TH),10668,NULL,163.9119455,60.24387
C1134,"TRUCK, CLASS 4, CREW CAB, DUMP BODY",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2013,VARIOUS ON SITE,3396,379,48.77722311,5.76
C1135,"TRUCK, CLASS 4, CREW CAB, DUMP BODY, SNOW EQUIPPED",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2013,NATIONAL YD. (701 NATIONAL),1398,121,11.66472244,5.34028
C1138,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2002,NATIONAL YD. (701 NATIONAL),7538,NULL,243.4974986,40.36444
C1140,"TRUCK, PICKUP, COMPACT",light duty,Engineering Services,ENGINEERING STREETS OPER.,TOYOTA,TACOMA,2013,NATIONAL YD. (701 NATIONAL),7387,NULL,29.66611109,3.54695
C1141,"TRUCK, PICKUP, COMPACT",light duty,Engineering Services,ENGINEERING STREETS OPER.,TOYOTA,TACOMA,2013,MANITOBA YD. (250 W. 70TH),14706,NULL,9.692222238,8.34249
C1142,"TRUCK, PICKUP, COMPACT",light duty,Engineering Services,ENGINEERING STREETS OPER.,TOYOTA,TACOMA,2013,NATIONAL YD. (701 NATIONAL),5455,NULL,59.58722311,7.27916
C1143,"TRUCK, PICKUP, LIGHT",light duty,Engineering Services,ENGINEERING STREETS OPER.,FORD,F150,2011,NATIONAL YD. (701 NATIONAL),6481,NULL,N/A,N/A
C1144,"TRUCK, PICKUP, COMPACT",light duty,Engineering Services,ENGINEERING STREETS OPER.,TOYOTA,TACOMA,2013,NATIONAL YD. (701 NATIONAL),3667,NULL,17.20194408,6.39415
C1145,"TRUCK, PICKUP, COMPACT",light duty,Engineering Services,ENGINEERING STREETS OPER.,TOYOTA,TACOMA,2013,NATIONAL YD. (701 NATIONAL),5321,NULL,25.1002785,3.54139
C1154,"TRUCK, DUMP, 3 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F750,2003,NATIONAL YD. (701 NATIONAL),9989,NULL,189.1783308,79.5258
C1156,"TRUCK, DUMP, 3 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F750,2003,NATIONAL YD. (701 NATIONAL),10855,NULL,273.3533341,95.96534
C1157,"TRUCK, DUMP, 3 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F750,2003,NATIONAL YD. (701 NATIONAL),7743,NULL,387.6827813,75.10698
C1158,"TRUCK, DUMP, 3 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F750,2003,NATIONAL YD. (701 NATIONAL),6547,NULL,110.1172218,49.15085
C1159,"TRUCK, DUMP, 3 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F750,2003,NATIONAL YD. (701 NATIONAL),6779,NULL,309.6161095,51.22863
C1161,"TRUCK, DUMP, 3 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F750,2003,NATIONAL YD. (701 NATIONAL),7889,NULL,360.7141652,73.45663
C1162,"TRUCK, DUMP, 3 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F750,2003,NATIONAL YD. (701 NATIONAL),7693,NULL,399.9919466,73.6986
C1166,"TRUCK, DUMP, 4-7.5 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FREIGHTLINER,M2-106,2006,NATIONAL YD. (701 NATIONAL),10862,NULL,209.5366654,81.18389
C1167,"TRUCK, DUMP, 4-7.5 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FREIGHTLINER,M2-106,2006,MANITOBA YD. (250 W. 70TH),11047,NULL,480.6638893,89.59698
C1193,"TRUCK, DUMP, 3 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F750,2000,NATIONAL YD. (701 NATIONAL),3921,NULL,575.5941679,84.50277
C1198,"TRUCK, DUMP, 4-7.5 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FREIGHTLINER,M2-106,2006,NATIONAL YD. (701 NATIONAL),6224,NULL,359.517224,133.3275
C1200,"TRUCK, ASPHALT",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FREIGHTLINER,M2-106,2006,NATIONAL YD. (701 NATIONAL),2463,NULL,191.101943,34.78555
C1231,"TRUCK, DUMP, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FREIGHTLINER,M2-112,2007,MANITOBA YD. (250 W. 70TH),18981,NULL,323.7949991,115.32527
C1267,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F350,2000,NATIONAL YD. (701 NATIONAL),5188,NULL,210.5713889,22.01168
C1268,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F350,2000,NATIONAL YD. (701 NATIONAL),7318,NULL,204.7227778,31.89557
C1269,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F350,2000,NATIONAL YD. (701 NATIONAL),6384,NULL,34.3455565,12.73054
C1270,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F350,2000,MANITOBA YD. (250 W. 70TH),6797,NULL,374.0022187,70.10387
C1271,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F350,2000,NATIONAL YD. (701 NATIONAL),5340,NULL,216.6788888,17.94802
C1272,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F350,2000,MANITOBA YD. (250 W. 70TH),5557,NULL,112.8541693,27.85167
C1274,"VAN, 1.5TON, CUBE BODY",light duty,Engineering Services,ENGINEERING STREETS OPER.,FORD,E450,2002,NATIONAL YD. (701 NATIONAL),1812,NULL,376.9786106,37.60332
C1275,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2002,NATIONAL YD. (701 NATIONAL),3965,NULL,275.8758333,57.68971
C1276,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2002,MANITOBA YD. (250 W. 70TH),10777,NULL,224.4197216,97.58361
C1277,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2002,NATIONAL YD. (701 NATIONAL),6470,NULL,94.32555604,17.33556
C1278,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2002,NATIONAL YD. (701 NATIONAL),5794,NULL,200.5755533,51.90388
C1280,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2002,NATIONAL YD. (701 NATIONAL),5262,NULL,360.7600014,49.20698
C1282,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2002,NATIONAL YD. (701 NATIONAL),10136,NULL,278.1569439,42.98666
C1284,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2003,NATIONAL YD. (701 NATIONAL),3905,NULL,206.2977784,23.96361
C1285,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2003,MANITOBA YD. (250 W. 70TH),9140,NULL,272.2483363,82.33003
C1287,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F350,2000,MANITOBA YD. (250 W. 70TH),10783,NULL,183.8252814,87.72747
C1289,"TRUCK, CLASS 4, CREW CAB, DUMP BODY, SNOW EQUIPPED",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2013,NATIONAL YD. (701 NATIONAL),35,0,4.965277672,4.91389
C1291,"TRUCK, CLASS 4, CREW CAB, DUMP BODY, SNOW EQUIPPED",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2013,NATIONAL YD. (701 NATIONAL),1332,88,131.3586099,25.6925
C1294,"TRUCK, CLASS 4, CREW CAB, DUMP BODY",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2013,MANITOBA YD. (250 W. 70TH),14342,789,203.3119441,16.82196
C1297,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2009,MANITOBA YD. (250 W. 70TH),14566,626,614.3458346,74.30471
C1298,"TRUCK, CLASS 4, CREW CAB, DUMP BODY",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2013,NATIONAL YD. (701 NATIONAL),4029,332,32.63527775,8.39556
C1301,"TRUCK, FUEL, SINGLE AXLE, 1500 GAL",hvy trk,Engineering Services,ENGINEERING EQUIPMENT OPER.,FREIGHTLINER,M2-106,2005,MANITOBA YD. (250 W. 70TH),15581,NULL,388.3372215,96.32246
C1304,"TRUCK, PICKUP, LIGHT",light duty,Engineering Services,ENGINEERING SEWERS OPER.,FORD,F150,2001,MANITOBA YD. (250 W. 70TH),18994,NULL,127.4577785,34.39835
C1306,"TRUCK, PICKUP, LIGHT",light duty,Engineering Services,ENGINEERING SEWERS OPER.,FORD,F150,2003,MANITOBA YD. (250 W. 70TH),3785,NULL,116.6416667,30.35559
C1307,"FORKLIFT, MEDIUM",hvy equip,Engineering Services,ENGINEERING KENT CONSTRUCTION S & S,LINDE,H45D,2004,KENT YARD (900 E. KENT),NULL,386,N/A,N/A
C1308,"TRUCK, PICKUP, LIGHT",light duty,Engineering Services,ENGINEERING SEWERS OPER.,FORD,F150,2002,MANITOBA YD. (250 W. 70TH),7854,NULL,84.64055586,17.57584
C1314,"VAN, PANEL, HEAVY",light duty,Engineering Services,ENGINEERING SEWERS OPER.,FORD,E350,2002,MANITOBA YD. (250 W. 70TH),12449,NULL,55.19555517,38.81751
C1315,"VAN, PANEL, HEAVY",light duty,Engineering Services,ENGINEERING SEWERS OPER.,FORD,E350,2002,MANITOBA YD. (250 W. 70TH),25576,NULL,388.1111114,50.76695
C1316,"TRUCK, FLATDECK, CRANE, LIGHT",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,FREIGHTLINER,FL70,2004,MANITOBA YD. (250 W. 70TH),14494,NULL,98.89888871,65.89331
C1317,"VAN, 1.5TON, CUBE BODY",light duty,Engineering Services,ENGINEERING SEWERS OPER.,FORD,E450,2004,MANITOBA YD. (250 W. 70TH),13127,NULL,153.6030538,62.81333
C1325,"TRUCK, DUMP, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,STERLING,LT7501,2003,MANITOBA YD. (250 W. 70TH),13412,NULL,354.4041679,128.79161
C1327,"TRUCK, PICKUP, HEAVY",light duty,Engineering Services,ENGINEERING KENT CONSTRUCTION S & S,FORD,F250,2002,KENT YARD (900 E. KENT),2066,NULL,5.296944618,1.63334
C1329,"VAN, PANEL, LIGHT",light duty,Engineering Services,ENGINEERING SEWERS OPER.,FORD,E150,2009,MANITOBA YD. (250 W. 70TH),10285,NULL,20.09305525,5.46889
C1345,"TRUCK, DUMP, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,STERLING,LT7501,2003,MANITOBA YD. (250 W. 70TH),17401,NULL,246.0897211,84.40281
C1358,"TRUCK, DUMP, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,STERLING,LT7501,2003,MANITOBA YD. (250 W. 70TH),17159,NULL,591.1355577,97.2514
C1360,"TRUCK, DUMP, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,STERLING,LT7501,2003,MANITOBA YD. (250 W. 70TH),15000,NULL,89.39722228,56.80722
C1361,"TRUCK, DUMP, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,STERLING,LT7501,2003,MANITOBA YD. (250 W. 70TH),14939,NULL,261.8136108,119.98692
C1362,"TRUCK, DUMP, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,STERLING,LT7501,2003,MANITOBA YD. (250 W. 70TH),32637,NULL,389.5752761,126.36582
C1363,"TRUCK, DUMP, 4-7.5 YARD",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,FREIGHTLINER,FL80,2004,MANITOBA YD. (250 W. 70TH),3640,NULL,179.5008311,39.45556
C1364,"TRUCK, DUMP, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,STERLING,LT7501,2003,MANITOBA YD. (250 W. 70TH),16684,NULL,426.8091666,74.16498
C1365,"TRUCK, DUMP, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,STERLING,LT7501,2003,MANITOBA YD. (250 W. 70TH),13583,NULL,168.2827781,64.71554
C1367,"TRUCK, DUMP, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,STERLING,LT7501,2003,MANITOBA YD. (250 W. 70TH),11564,NULL,528.1036162,127.31474
C1368,"TRUCK, DUMP, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,STERLING,LT7501,2003,MANITOBA YD. (250 W. 70TH),10083,NULL,338.3866668,48.66332
C1369,"TRUCK, DUMP, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,STERLING,LT7501,2003,MANITOBA YD. (250 W. 70TH),16148,NULL,232.482776,98.18471
